label, text
 Testing machine, Automotive test equipment
 Inorganic Fiber, Carbon fiber material
 Metal Crafts, Non-ferrous metal products
 nuclear power, Nuclear power equipment
 Power Generation Machinery, Clean energy power generation equipment
 Wind power plant development and construction, Wind farm construction and operation
 Energy Management System, Energy Management System
 Thermal imaging camera, Infrared thermal imaging technology products
 Wind power, Wind turbines
 Monitoring unit, Monitoring system
 Gas Equipment, Industrial gas processing equipment
 Pigments, Green paint
 Lithium-ion battery, Lithium-ion battery materials
 Photovoltaic panels, Photovoltaic module sales
 Construction Machinery, Mechanical and electrical equipment
 Charging and swapping stations, Electric vehicle charging stations
 Financial leasing, New energy vehicle financing leasing
 Wind power, Wind turbines
 Brokerage Agent, Mechanical and electrical equipment bidding agency
 Wind power plant development and construction, Wind farm construction and operation
 Motor oil, Lubricant products
 Auto Finance, Automotive Financial Services
 Monitoring unit, Monitoring system
 Automobile, Self-driving cars
 Thermal imaging camera, Infrared thermal imaging technology products
 Automation control products, Thermal control system
 Power Station, Photovoltaic power station operation
 Inorganic Fiber, Carbon fiber material
 Coal-fired generators,Thermal power generating units
 Brokerage Agent, Car Insurance Agent
 Energy storage machine, Hydrogen energy storage system
 Photovoltaic power station operation, Photovoltaic power station operation
 Engine parts,Automobile engine parts
 Engine parts,Automobile engine parts
 fastener, washer
 lubricating oil, Lubricant sales
 Photovoltaic panels, Photovoltaic panels
 Mechanical equipment, Mechanical and electrical equipment
 New Energy Vehicles, New energy vehicle research and development
 Wind power, Wind turbines
 Thermal imaging camera, Infrared thermal imaging technology products
 Monitoring unit,Video surveillance equipment
 Satellite navigation application system, Application of Beidou Satellite Navigation Technology
 Charging and swapping stations, Electric vehicle charging stations
 Satellite navigation application system, Application of Beidou Satellite Navigation Technology
 Intelligent transportation equipment, Intelligent Transportation Systems
 Brokerage Agent, Mechanical and electrical equipment bidding agency
 Brokerage Agent, Mechanical and electrical equipment bidding agency
 Brokerage Agent, Car Insurance Agent
 Power transmission equipment, Power transmission equipment
 fastener, washer
 Equipment Installation, Power equipment installation
 nuclear power, Nuclear power equipment
 Photovoltaic power station operation, Photovoltaic power station operation
 Power Equipment, Power facilities
 Construction Machinery, Mechanical and electrical equipment
 New Energy Vehicles, New energy vehicle motor
 Temperature Sensor, Smart Temperature Sensor
 Charging and swapping stations, Electric vehicle charging stations
 oil, Petroleum product sales
 Coal-fired generators,Thermal power generating units
 Wind power, Wind turbines
 Temperature Sensor, Smart Temperature Sensor
 Wind power, Wind turbines
 Decoration, Car decoration
 Mechanical equipment, Mechanical and electrical equipment
 Mechanical equipment, Mechanical and electrical equipment
 Wind power, Wind power generation system
 Glasses, Optical glasses
 Power Equipment, Power equipment manufacturing
 Power Generation Machinery, Hydropower generation equipment
 New energy vehicle logistics vehicle, New energy vehicle logistics vehicle
 lubricating oil, Lubricant products
 Management Consulting, Energy Management Consulting
 lubricating oil, Lubricant products
 Gas Equipment, Industrial gas processing equipment
 Rim, Car wheels
Video surveillance equipment,Video surveillance equipment
 Photovoltaic panels, Photovoltaic module sales
 Intelligent transportation equipment, Intelligent Transportation Systems
 Decoration, Car decoration
 Energy storage machine, Hydrogen energy storage system
 Power Station, Photovoltaic power station operation
 Inorganic Fiber, Carbon fiber material
 Power Equipment, Transformer and power equipment manufacturing
 Temperature Sensor, Smart Temperature Sensor
 Rim, Car wheels
 Power Station, Pumped Storage Power Station
 Lithium-ion battery, Lithium-ion battery materials
 Brokerage Agent, Car Insurance Agent
 Power battery system, New energy power generation system
 Equipment Installation, Power equipment installation
 lubricating oil, Lubricant products
Video surveillance equipment,Video surveillance equipment
 Engine parts,Automobile engine parts
 Steel, Steel Processing
 Wind power plant development and construction, Wind power project operation
 Monitoring unit, Security monitoring system
 Commercial trade services, Steel Trading Services
 Power Equipment, Transformer and power equipment manufacturing
 Iron and Steel Metallurgy, Steel Production
 Photovoltaic power station operation, Photovoltaic power station operation
 Iron and Steel Metallurgy, Steel Production
 Wind power plant development and construction, Wind power project operation
 Monitoring unit,Video surveillance equipment
 Wind power operation, Wind power project operation
 Car Repair, Car Repair and Maintenance
 Monitoring unit, Monitoring system
 Car maintenance and repair, Car Repair and Maintenance
 Commercial trade services, Steel Trading Services
 Lithium-ion battery, Lithium-ion battery materials
 Metal Crafts, Non-ferrous metal products
 Power Equipment, Power equipment manufacturing
 Charging station service, New energy vehicle charging service
 Photovoltaic panels, Photovoltaic module sales
 Power transmission equipment, Power transmission equipment
 Testing machine, Automotive test equipment
 Wind power plant development and construction, Wind farm development
 Photovoltaic power station operation, Photovoltaic power station operation
 Steel, Steel products
 Temperature Sensor, Smart Temperature Sensor
 Mechanical equipment, Mechanical and electrical equipment
 Integrated control system, Control System
 Power battery system, New energy power generation system
 Pigments, Green paint
 Testing machine, Automotive test equipment
 Inorganic Fiber, Carbon fiber material
 Engine parts,Automobile engine parts
 Integrated control system, Control System
 Pumped Storage, Pumped Storage Power Station
 Wind power operation, Wind power project operation
 New Energy Vehicles, New energy vehicle research and development
 Testing machine, Automotive test equipment
 Gas Equipment, Industrial gas processing equipment
 Commercial trade services, Steel Trading Services
 Lithium-ion battery, Lithium-ion battery materials
 Wind power operation, Wind power project operation
 Satellite communication transmission equipment, Satellite communication system
 Energy Management System, Energy Management System
 Brokerage Agent, Mechanical and electrical equipment bidding agency
 Satellite communication transmission equipment, Satellite communication system
 Power battery system, New energy power generation system
 Brokerage Agent, Car Insurance Agent
Automotive interior parts, Automobile interior parts production
 Monitoring unit, Security monitoring system
 Engine parts,Automobile engine parts
 Power Equipment, Power equipment production
 Power Station, Photovoltaic power station construction
 Pigments, Green paint
 Energy storage machine, Hydrogen energy storage system
 Photovoltaic power station operation, Photovoltaic power station operation
 Warehousing and distribution, Warehousing and logistics equipment
 Power Equipment, Power facilities
 Truck, Light Trucks
 nuclear power, Nuclear power equipment
 Pigments, Green paint
 Charging and swapping stations, Electric vehicle charging stations
 lubricating oil, Lubricant products
 Wind power, Wind power generation system
 Engine parts,Automobile engine parts
 Thermal imaging camera, Infrared thermal imaging technology products
 Motor oil, Lubricant products
 Wind power operation, Wind power project operation
 Wind power plant development and construction, Wind farm construction and operation
 Inorganic Fiber, Carbon fiber material
 Body accessories, New energy vehicle accessories
 Iron and Steel Metallurgy, Steel Production
 Wind power plant development and construction, Wind farm construction and operation
 Energy storage machine, Hydrogen energy storage system
 Crystalline silicon material, Polysilicon material
 Automation control products, Thermal control system
 Energy storage machine, Hydrogen energy storage system
 Integrated control system, Control System
 Coal-fired generators,Thermal power generating units
 Power Generation Machinery, Clean energy power generation equipment
 Steel, Steel products
 Wind power, Wind turbines
 Power Station, Photovoltaic power generation system
 Power Equipment, Power facilities
 Steel, Steel products
 Wind power, Wind power generation system
 Mechanical equipment, Mechanical and electrical equipment
 Wind power, Wind turbines
 Body accessories, New energy vehicle accessories
 Photovoltaic panels, Photovoltaic panels
 Truck, Light Trucks
 Wind power operation, Wind power project operation
 Wind power, Wind turbines
 Equipment Installation, Power equipment installation
 Energy storage machine, Hydrogen energy storage system
 New Energy Vehicles, New energy vehicle motor
 Power Equipment, Power facilities
 oil, Petroleum product sales
 Pumped Storage, Pumped Storage Power Station Construction
 Pumped Storage, Pumped Storage Power Station
 Intelligent transportation equipment, Intelligent Transportation Systems
 Car Repair, Car Repair and Maintenance
 Lithium-ion battery, Lithium-ion battery materials
 Rim, Car wheels
 Steel, Steel Processing
 Power Generation Machinery, Hydropower generation equipment
 Testing machine, Automotive test equipment
 Decoration, Car decoration
 Power Generation Machinery, Hydropower generation equipment
 Wind power plant development and construction, Wind farm construction and operation
 trading, Non-ferrous metals trading
 Brokerage Agent, Mechanical and electrical equipment bidding agency
 Power Equipment, Transformer and power equipment manufacturing
 New Energy Vehicles, New energy vehicle research and development
 Metal Crafts, Non-ferrous metal products
 Steel, Steel Processing
 Power Generation Machinery, Hydropower generation equipment
 Photovoltaic panels, Photovoltaic module sales
 Brokerage Agent, Mechanical and electrical equipment bidding agency
 Power Station, Pumped Storage Power Station
 Glasses, Optical glasses
 Power Station, Pumped Storage Power Station
 Motor oil, Lubricant products
 Steel, Steel products
 Glasses, Optical glasses
 Coal-fired generators,Thermal power generating units
 New energy vehicle logistics vehicle, New energy vehicle logistics vehicle
 Warehousing Services, Warehousing Services
 Wind power, Wind turbines
 Wind power operation, Wind power project operation
 New Energy Vehicles, New energy vehicle research and development
 Car maintenance and repair, Car Repair and Maintenance
 Crystalline silicon material, Polysilicon material
 New Energy Vehicles, New energy vehicle research and development
 Power Equipment, Power facilities
 Warehousing Services, Warehousing Services
 Energy storage machine, Hydrogen energy storage system
 Financial leasing, New energy vehicle financing leasing
 Truck, Light Trucks
 Photovoltaic panels, Photovoltaic module sales
 Charging station service, New energy vehicle charging service
 fastener, washer
 lubricating oil, Lubricant products
 Warehousing and distribution, Warehousing and logistics equipment
 Power Station, Photovoltaic power station operation
 Power Station, Pumped Storage Power Station
 Steel, Steel Processing
 Photovoltaic panels, Photovoltaic module sales
 Steel, Steel Processing
 Power battery system, New energy power generation system
 Charging station service, New energy vehicle charging service
 Decoration, Car decoration
 lubricating oil, Lubricant products
 Lithium-ion battery, Lithium-ion battery materials
 Power Station, Photovoltaic power generation system
 Power Equipment, Power equipment manufacturing
 Information business, Energy Logistics
 New Energy Vehicles, New energy vehicle research and development
 Power battery system, New energy power generation system
 Energy Management System, Energy Management System
 Brokerage Agent, Mechanical and electrical equipment bidding agency
 Steel, Steel Processing
 Information business, Energy Logistics
 Power Equipment, Power equipment manufacturing
 Brokerage Agent, Mechanical and electrical equipment bidding agency
 Gas Equipment, Industrial gas processing equipment
 Monitoring unit,Video surveillance equipment
 Power Station, Photovoltaic power generation system
 Photovoltaic panels, Photovoltaic module sales
 Decoration, Car decoration
 Photovoltaic panels, Single crystal silicon material
Automotive interior parts, Automobile interior parts production
 Monitoring unit, Security monitoring system
 Warehousing Services, Warehousing Services
 Rim, Car wheels
 Engine parts,Automobile engine parts
 Monitoring unit, Security monitoring system
 Power Equipment, Power facilities
 Power Station, Pumped Storage Power Station
 Power battery system, New energy power generation system
 Steel, Steel Processing
 Management Consulting, Energy Management Consulting
 oil, Petroleum product sales
 Steel, Steel Processing
 Intelligent transportation equipment, Intelligent Transportation Systems
 Warehousing Services, Warehousing Services
 Power Equipment, Power equipment production
 Intelligent transportation equipment, Intelligent Transportation Systems
 Information business, Energy Logistics
 Steel, Steel products
 Coal-fired generators,Thermal power generating units
 lubricating oil, Lubricant sales
 Wind power plant development and construction, Wind farm construction
 Pumped Storage, Pumped Storage Power Station
 Power Equipment, Power equipment production
 Satellite navigation application system, Application of Beidou Satellite Navigation Technology
Video surveillance equipment,Video surveillance equipment
 Monitoring unit, Monitoring system
 Power Equipment, Power equipment production
 Rim, Car wheels
 Iron and Steel Metallurgy, Steel Production
 Warehousing Services, Warehousing Services
 Equipment Installation, Power equipment installation
 Intelligent transportation equipment, Intelligent Transportation Systems
 Coal-fired generators,Thermal power generating units
 Photovoltaic panels, Single crystal silicon material
 Energy Management System, Energy Management System
 Lithium-ion battery, Lithium-ion battery materials
 Engine parts,Automobile engine parts
 Warehousing Services, Warehousing Services
 Mechanical equipment, Mechanical and electrical equipment
 Monitoring unit, Security monitoring system
 Power Generation Machinery, Hydropower generation equipment
 Satellite navigation application system, Application of Beidou Satellite Navigation Technology
 Wind power operation, Wind power project operation
 Photovoltaic panels, Single crystal silicon material
 Body accessories, New energy vehicle accessories
 Car maintenance and repair, Car Repair and Maintenance
 Mechanical equipment, Mechanical and electrical equipment
 Pumped Storage, Pumped Storage Power Station Construction
 Monitoring unit, Monitoring system
 Power transmission equipment, Power transmission equipment
 Wind power, Wind power generation system
 Rim, Car wheels
 Iron and Steel Metallurgy, Steel Production
 lubricating oil, Lubricant products
 Wind power plant development and construction, Wind farm construction
 Power Station, Photovoltaic power generation system
 lubricating oil, Lubricant products
 Monitoring unit,Video surveillance equipment
Automotive interior parts, Automobile interior parts production
 Brokerage Agent, Car Insurance Agent
 Management Consulting, Energy Management Consulting
 Intelligent transportation equipment, Intelligent Transportation Systems
 Steel, Steel products
 Wind power plant development and construction, Wind farm construction
 Energy storage machine, Hydrogen energy storage system
 Financial leasing, New energy vehicle financing leasing
 Power Equipment, Transformer and power equipment manufacturing
 Lithium-ion battery, Lithium-ion battery materials
 Power transmission equipment, Power transmission equipment
 Construction Machinery, Mechanical and electrical equipment
 New Energy Vehicles, New energy vehicle motor
 Glasses, Optical glasses
 Car maintenance and repair, Car Repair and Maintenance
 Iron and Steel Metallurgy, Steel Production
 Lithium-ion battery, Lithium-ion battery materials
 lubricating oil, Lubricant products
 Brokerage Agent, Mechanical and electrical equipment bidding agency
 Body accessories, New energy vehicle accessories
 Power Equipment, Power facilities
 Power Station, Photovoltaic power generation system
 Pumped Storage, Pumped Storage Power Station Construction
 New Energy Vehicles, New energy vehicle motor
 Temperature Sensor, Smart Temperature Sensor
 Truck, Light Trucks
 lubricating oil, Lubricant products
 Temperature Sensor, Smart Temperature Sensor
 Photovoltaic panels, Photovoltaic panels
 New Energy Vehicles, New energy vehicle motor
Automotive interior parts, Automobile interior parts production
 Pigments, Green paint
 Power Station, Photovoltaic power generation system
 Engine parts,Automobile engine parts
 Commercial trade services, Steel Trading Services
 Car maintenance and repair, Car Repair and Maintenance
 Wind power plant development and construction, Wind farm development
 Integrated control system, Control System
 Energy storage machine, Hydrogen energy storage system
 Photovoltaic panels, Single crystal silicon material
 Photovoltaic panels, Photovoltaic module sales
 New energy vehicle logistics vehicle, New energy vehicle logistics vehicle
 Body accessories, New energy vehicle accessories
 Automobile, Self-driving cars
 Temperature Sensor, Smart Temperature Sensor
 Power System, Electric vehicle power system research and development
 Automation control products, Thermal control system
 Truck, Light Trucks
 Power System, Electric vehicle power system research and development
 Glasses, Optical glasses
 Body accessories, New energy vehicle accessories
 Brokerage Agent, Car Insurance Agent
 Body accessories, New energy vehicle accessories
 Photovoltaic power station operation, Photovoltaic power station operation
 Steel, Steel Processing
 Monitoring unit, Security monitoring system
 Body accessories, New energy vehicle accessories
 Lithium-ion battery, Lithium-ion battery materials
 Rim, Car wheels
 Rim, Car wheels
 Power transmission equipment, Power transmission equipment
 Decoration, Car decoration
 Power Generation Machinery, Clean energy power generation equipment
 Wind power plant development and construction, Wind farm construction
 Glasses, Optical glasses
 Satellite navigation application system, Application of Beidou Satellite Navigation Technology
Automotive interior parts, Automobile interior parts production
 Monitoring unit,Video surveillance equipment
 Wind power plant development and construction, Wind power project operation
 Satellite communication transmission equipment, Satellite communication system
 lubricating oil, Lubricant sales
 Management Consulting, Energy Management Consulting
 Thermal imaging camera, Infrared thermal imaging technology products
 Wind power, Wind turbines
 fastener, washer
 New Energy Vehicles, New energy vehicle motor
 Power Equipment, Power equipment production
 Pumped Storage, Pumped Storage Power Station
 Equipment Installation, Power equipment installation
 Satellite communication transmission equipment, Satellite communication system
 Car Repair, Car Repair and Maintenance
 Pumped Storage, Pumped Storage Power Station
 Energy storage machine, Hydrogen energy storage system
 Steel, Steel Processing
 Testing machine, Automotive test equipment
 Energy storage machine, Hydrogen energy storage system
 Information business, Energy Logistics
 Power System, Electric vehicle power system research and development
 Automobile, Self-driving cars
 lubricating oil, Lubricant sales
 Photovoltaic panels, Single crystal silicon material
 Monitoring unit, Monitoring system
 Photovoltaic power station operation, Photovoltaic power station operation
 Crystalline silicon material, Polysilicon material
 Car Repair, Car Repair and Maintenance
 Motor oil, Lubricant products
 oil, Petroleum product sales
 New Energy Vehicles, New energy vehicle research and development
 Charging station service, New energy vehicle charging service
 Steel, Steel products
 Truck, Light Trucks
Video surveillance equipment,Video surveillance equipment
 Commercial trade services, Steel Trading Services
 Metal Crafts, Non-ferrous metal products
 Power Equipment, Transformer and power equipment manufacturing
 Power Station, Photovoltaic power station construction
 Equipment Installation, Power equipment installation
 Wind power plant development and construction, Wind power project operation
 Power System, Electric vehicle power system research and development
 nuclear power, Nuclear power equipment
 Power Generation Machinery, Hydropower generation equipment
 Pumped Storage, Pumped Storage Power Station Construction
 oil, Petroleum product sales
 Metal Crafts, Non-ferrous metal products
 Crystalline silicon material, Polysilicon material
 Pumped Storage, Pumped Storage Power Station Construction
 Crystalline silicon material, Polysilicon material
 Energy storage machine, Hydrogen energy storage system
 Power battery system, New energy power generation system
 Management Consulting, Energy Management Consulting
 Temperature Sensor, Smart Temperature Sensor
 Rim, Car wheels
 Commercial trade services, Steel Trading Services
 Wind power, Wind power generation system
 Power Station, Pumped Storage Power Station
 Motor oil, Lubricant products
 nuclear power, Nuclear power equipment
 Power Generation Machinery, Hydropower generation equipment
 lubricating oil, Lubricant sales
 Wind power plant development and construction, Wind farm construction
 Wind power plant development and construction, Wind farm construction and operation
 Energy storage machine, Hydrogen energy storage system
 Car Repair, Car Repair and Maintenance
 lubricating oil, Lubricant sales
 Motor oil, Lubricant products
 Steel, Steel Processing
 Car Repair, Car Repair and Maintenance
 Warehousing Services, Warehousing Services
 lubricating oil, Lubricant products
 Mechanical equipment, Mechanical and electrical equipment
 Automation control products, Thermal control system
 Monitoring unit, Security monitoring system
 Car Repair, Car Repair and Maintenance
 Power Station, Pumped Storage Power Station
 Power Station, Photovoltaic power station construction
 lubricating oil, Lubricant sales
 Power Station, Photovoltaic power station construction
 Satellite navigation application system, Application of Beidou Satellite Navigation Technology
 New Energy Vehicles, New energy vehicle research and development
 Power System, Electric vehicle power system research and development
Video surveillance equipment,Video surveillance equipment
 Crystalline silicon material, Polysilicon material
 Body accessories, New energy vehicle accessories
 Power Generation Machinery, Clean energy power generation equipment
 Steel, Steel products
 oil, Petroleum product sales
 Engine parts,Automobile engine parts
 Power Equipment, Power equipment production
 Warehousing Services, Warehousing Services
 Power Equipment, Power equipment manufacturing
 Body accessories, New energy vehicle accessories
 Steel, Steel products
 Mechanical equipment, Mechanical and electrical equipment
 Car maintenance and repair, Car Repair and Maintenance
 Motor oil, Lubricant products
 New energy vehicle logistics vehicle, New energy vehicle logistics vehicle
 Car Repair, Car Repair and Maintenance
 Warehousing Services, Warehousing Services
 Power Station, Photovoltaic power station construction
 Body accessories, New energy vehicle accessories
 Pumped Storage, Pumped Storage Power Station Construction
 Intelligent transportation equipment, Intelligent Transportation Systems
Automotive interior parts, Automobile interior parts production
 oil, Petroleum product sales
 Auto Finance, Automotive Financial Services
 Auto Finance, Automotive Financial Services
 Coal-fired generators,Thermal power generating units
 Power Station, Pumped Storage Power Station
 Car maintenance and repair, Car Repair and Maintenance
 Warehousing Services, Warehousing Services
 Wind power plant development and construction, Wind power project operation
 Construction Machinery, Mechanical and electrical equipment
 Power Equipment, Transformer and power equipment manufacturing
 Power Equipment, Power facilities
 Information business, Energy Logistics
 Wind power plant development and construction, Wind farm construction and operation
 lubricating oil, Lubricant sales
 Power Station, Pumped Storage Power Station
 Mechanical equipment, Mechanical and electrical equipment
 Automation control products, Thermal control system
 Power transmission equipment, Power transmission equipment
 Monitoring unit,Video surveillance equipment
 Gas Equipment, Industrial gas processing equipment
 lubricating oil, Lubricant products
 Automation control products, Thermal control system
 Power Equipment, Power equipment production
 Crystalline silicon material, Polysilicon material
 Wind power, Wind power generation system
 Motor oil, Lubricant products
 Truck, Light Trucks
 Wind power plant development and construction, Wind power project operation
 Brokerage Agent, Car Insurance Agent
 Power Equipment, Power equipment production
 Coal-fired generators,Thermal power generating units
Automotive interior parts, Automobile interior parts production
 New Energy Vehicles, New energy vehicle research and development
 trading, Non-ferrous metals trading
 Car maintenance and repair, Car Repair and Maintenance
 Body accessories, New energy vehicle accessories
 New energy vehicle logistics vehicle, New energy vehicle logistics vehicle
 Power Station, Photovoltaic power station construction
 Pumped Storage, Pumped Storage Power Station Construction
 Wind power operation, Wind power project operation
 Integrated control system, Control System
 Warehousing and distribution, Warehousing and logistics equipment
 Power Equipment, Power facilities
 Power System, Electric vehicle power system research and development
 Steel, Steel Processing
 Wind power plant development and construction, Wind farm development
 Power battery system, New energy power generation system
 Gas Equipment, Industrial gas processing equipment
 Satellite navigation application system, Application of Beidou Satellite Navigation Technology
 Satellite communication transmission equipment, Satellite communication system
 Car maintenance and repair, Car Repair and Maintenance
 Engine parts,Automobile engine parts
 Equipment Installation, Power equipment installation
 Inorganic Fiber, Carbon fiber material
 Photovoltaic panels, Photovoltaic panels
 Wind power operation, Wind power project operation
 New energy vehicle logistics vehicle, New energy vehicle logistics vehicle
 Rim, Car wheels
 Integrated control system, Control System
 Brokerage Agent, Mechanical and electrical equipment bidding agency
 Coal-fired generators,Thermal power generating units
 Power Equipment, Power equipment manufacturing
 Brokerage Agent, Mechanical and electrical equipment bidding agency
 Automation control products, Thermal control system
 Car Repair, Car Repair and Maintenance
 Truck, Light Trucks
 Power System, Electric vehicle power system research and development
 Energy Management System, Energy Management System
 Wind power plant development and construction, Wind farm construction
 Wind power, Wind turbines
 Automobile, Self-driving cars
 Metal Crafts, Non-ferrous metal products
 Decoration, Car decoration
 Truck, Light Trucks
 Power Station, Photovoltaic power generation system
 Engine parts,Automobile engine parts
 Construction Machinery, Mechanical and electrical equipment
 Mechanical equipment, Mechanical and electrical equipment
 Motor oil, Lubricant products
 nuclear power, Nuclear power equipment
 Warehousing Services, Warehousing Services
 Body accessories, New energy vehicle accessories
Video surveillance equipment,Video surveillance equipment
 Satellite communication transmission equipment, Satellite communication system
 Crystalline silicon material, Polysilicon material
 Motor oil, Lubricant products
 Power Station, Photovoltaic power station operation
 Testing machine, Automotive test equipment
 Wind power, Wind turbines
 Pumped Storage, Pumped Storage Power Station Construction
 Satellite navigation application system, Application of Beidou Satellite Navigation Technology
 Wind power plant development and construction, Wind farm construction and operation
 Temperature Sensor, Smart Temperature Sensor
 Monitoring unit, Monitoring system
 Financial leasing, New energy vehicle financing leasing
 Wind power, Wind turbines
 Body accessories, New energy vehicle accessories
 Power Station, Photovoltaic power station operation
 Energy storage machine, Hydrogen energy storage system
 Wind power plant development and construction, Wind power project operation
 Pumped Storage, Pumped Storage Power Station Construction
 nuclear power, Nuclear power equipment
 Motor oil, Lubricant products
 Pumped Storage, Pumped Storage Power Station
 Construction Machinery, Mechanical and electrical equipment
 Satellite communication transmission equipment, Satellite communication system
 Power Equipment, Power equipment manufacturing
 Wind power, Wind power generation system
 lubricating oil, Lubricant sales
 Power Equipment, Power equipment manufacturing
 Construction Machinery, Mechanical and electrical equipment
 Information business, Energy Logistics
 Management Consulting, Energy Management Consulting
 Information business, Energy Logistics
 Power Equipment, Power equipment production
 Monitoring unit, Security monitoring system
 Iron and Steel Metallurgy, Steel Production
 Power Equipment, Power equipment production
 Energy Management System, Energy Management System
 Photovoltaic power station operation, Photovoltaic power station operation
 Power Equipment, Power equipment production
 Thermal imaging camera, Infrared thermal imaging technology products
 Crystalline silicon material, Polysilicon material
 Brokerage Agent, Mechanical and electrical equipment bidding agency
 Testing machine, Automotive test equipment
 Power System, Electric vehicle power system research and development
 Integrated control system, Control System
 Brokerage Agent, Car Insurance Agent
 Power Equipment, Power equipment production
 oil, Petroleum product sales
 Power Generation Machinery, Hydropower generation equipment
 Power Equipment, Power equipment manufacturing
 Energy storage machine, Hydrogen energy storage system
 Commercial trade services, Steel Trading Services
 Wind power operation, Wind power project operation
 Power Equipment, Power equipment production
 Wind power plant development and construction, Wind farm development
 Energy storage machine, Hydrogen energy storage system
 Warehousing Services, Warehousing Services
 Wind power, Wind turbines
 Monitoring unit,Video surveillance equipment
 Financial leasing, New energy vehicle financing leasing
 Steel, Steel Processing
 Coal-fired generators,Thermal power generating units
 Pumped Storage, Pumped Storage Power Station
 Power transmission equipment, Power transmission equipment
 Power Station, Photovoltaic power generation system
 Photovoltaic panels, Photovoltaic module sales
 Wind power, Wind turbines
 Information business, Energy Logistics
 Financial leasing, New energy vehicle financing leasing
 Power System, Electric vehicle power system research and development
 Steel, Steel Processing
 Power Equipment, Transformer and power equipment manufacturing
 Photovoltaic panels, Photovoltaic panels
 Gas Equipment, Industrial gas processing equipment
 trading, Non-ferrous metals trading
 Wind power plant development and construction, Wind farm construction
 Thermal imaging camera, Infrared thermal imaging technology products
 Car Repair, Car Repair and Maintenance
 Steel, Steel Processing
 Wind power plant development and construction, Wind power project operation
 Automation control products, Thermal control system
 Intelligent transportation equipment, Intelligent Transportation Systems
 Car maintenance and repair, Car Repair and Maintenance
 Rim, Car wheels
 Crystalline silicon material, Polysilicon material
 Lithium-ion battery, Lithium-ion battery materials
 New energy vehicle logistics vehicle, New energy vehicle logistics vehicle
 Power Generation Machinery, Clean energy power generation equipment
 Auto Finance, Automotive Financial Services
 Power Generation Machinery, Clean energy power generation equipment
 Wind power plant development and construction, Wind farm development
 Car maintenance and repair, Car Repair and Maintenance
 Iron and Steel Metallurgy, Steel Production
 Glasses, Optical glasses
 Integrated control system, Control System
 Satellite navigation application system, Application of Beidou Satellite Navigation Technology
 Wind power plant development and construction, Wind farm development
 Pumped Storage, Pumped Storage Power Station
 Photovoltaic panels, Single crystal silicon material
 Glasses, Optical glasses
 Power Generation Machinery, Clean energy power generation equipment
 Wind power plant development and construction, Wind farm development
 lubricating oil, Lubricant products
 trading, Non-ferrous metals trading
 Wind power plant development and construction, Wind farm construction
 Brokerage Agent, Mechanical and electrical equipment bidding agency
 Warehousing and distribution, Warehousing and logistics equipment
 Monitoring unit,Video surveillance equipment
 Wind power plant development and construction, Wind farm construction and operation
 Glasses, Optical glasses
 Steel, Steel products
 Crystalline silicon material, Polysilicon material
 Steel, Steel Processing
 Management Consulting, Energy Management Consulting
 New Energy Vehicles, New energy vehicle research and development
Video surveillance equipment,Video surveillance equipment
 Warehousing Services, Warehousing Services
Video surveillance equipment,Video surveillance equipment
 Power Station, Photovoltaic power station construction
 Power Station, Pumped Storage Power Station
 Warehousing and distribution, Warehousing and logistics equipment
 Car Repair, Car Repair and Maintenance
 Gas Equipment, Industrial gas processing equipment
 Power Station, Photovoltaic power station construction
 fastener, washer
 Engine parts,Automobile engine parts
 Power Generation Machinery, Hydropower generation equipment
 Wind power, Wind turbines
 Charging station service, New energy vehicle charging service
 Steel, Steel Processing
 Power Station, Photovoltaic power generation system
 Energy storage machine, Hydrogen energy storage system
 Power Equipment, Power equipment manufacturing
 Intelligent transportation equipment, Intelligent Transportation Systems
 Power Station, Photovoltaic power station construction
 New Energy Vehicles, New energy vehicle motor
 Photovoltaic panels, Photovoltaic module sales
 Wind power operation, Wind power project operation
 Charging and swapping stations, Electric vehicle charging stations
 Pumped Storage, Pumped Storage Power Station
Automotive interior parts, Automobile interior parts production
 Wind power, Wind turbines
 Integrated control system, Control System
 Testing machine, Automotive test equipment
 Photovoltaic panels, Single crystal silicon material
 Satellite navigation application system, Application of Beidou Satellite Navigation Technology
 Glasses, Optical glasses
 Lithium-ion battery, Lithium-ion battery materials
 Intelligent transportation equipment, Intelligent Transportation Systems
 Energy storage machine, Hydrogen energy storage system
 Wind power plant development and construction, Wind farm construction
 Power Equipment, Power equipment manufacturing
 Coal-fired generators,Thermal power generating units
 Power Station, Photovoltaic power station operation
 Photovoltaic panels, Photovoltaic module sales
 oil, Petroleum product sales
 Gas Equipment, Industrial gas processing equipment
 Automobile, Self-driving cars
 fastener, washer
 Brokerage Agent, Car Insurance Agent
 Warehousing and distribution, Warehousing and logistics equipment
 Mechanical equipment, Mechanical and electrical equipment
 Engine parts,Automobile engine parts
 New Energy Vehicles, New energy vehicle motor
Automotive interior parts, Automobile interior parts production
 Power Equipment, Power equipment production
 Wind power plant development and construction, Wind farm construction and operation
 Energy Management System, Energy Management System
 Power Station, Photovoltaic power station construction
 Auto Finance, Automotive Financial Services
 Wind power plant development and construction, Wind farm construction
 Glasses, Optical glasses
 Power Station, Photovoltaic power station operation
 lubricating oil, Lubricant sales
 Wind power operation, Wind power project operation
 Photovoltaic panels, Single crystal silicon material
